,0x0,0x1,0x2,0x3,0x4,0x5,0x6,0x7,0x8,0x9,0xa,0xb,0xc,0xd,0xe,0xf
0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,4,0,10,8,6,0,4,2,2,12,10,2,4
2,0,0,0,4,0,10,6,4,0,6,4,2,4,8,10,6
3,8,2,4,6,4,4,2,2,6,8,6,4,4,0,2,2
4,0,0,0,8,0,4,10,6,0,6,6,4,8,6,0,6
5,12,2,0,4,0,4,8,2,4,0,16,2,0,2,0,8
6,0,8,4,6,4,6,2,2,4,4,6,0,6,0,2,10
7,2,0,4,8,4,2,6,6,2,8,6,2,2,0,6,6
8,0,0,0,2,0,8,10,4,0,4,10,4,8,4,4,6
9,8,6,0,4,0,6,6,2,2,10,2,8,6,2,0,2
10,0,6,8,6,0,8,0,0,8,10,4,2,8,0,0,4
11,4,2,2,4,8,10,6,4,2,6,2,2,6,2,2,2
12,0,0,0,10,0,2,10,2,0,6,10,6,6,6,2,4
13,10,4,2,2,0,6,16,0,0,2,10,2,2,4,0,4
14,0,6,4,8,4,6,10,2,4,4,4,2,4,0,2,4
15,4,4,0,8,0,2,0,2,8,2,4,2,8,4,4,12
16,0,0,0,0,0,4,4,12,0,2,8,10,4,6,12,2
17,6,6,10,10,4,0,2,6,2,4,0,6,2,4,2,0
18,0,2,4,2,10,4,0,10,8,6,0,6,0,6,6,0
19,0,0,6,2,8,0,0,4,4,6,2,8,2,8,10,4
20,0,12,2,6,4,0,4,4,8,4,4,4,6,2,4,0
21,4,8,0,2,8,0,2,4,2,2,4,2,4,8,8,6
22,0,6,10,2,14,0,2,2,4,4,0,6,0,4,6,4
23,0,6,8,4,8,4,0,2,8,4,0,2,2,8,6,2
24,0,10,8,0,6,4,0,4,4,4,6,4,4,4,0,6
25,0,4,6,2,4,4,2,6,4,2,2,4,12,2,10,0
26,0,2,16,2,12,2,0,6,4,0,0,4,0,4,4,8
27,2,8,12,0,0,2,2,6,8,4,0,6,0,0,8,6
28,0,10,2,6,6,6,6,4,8,2,0,4,4,4,2,0
29,4,6,2,0,8,2,4,6,6,0,8,6,2,4,2,4
30,0,2,6,2,4,0,0,2,12,2,2,6,2,10,10,4
31,0,6,8,4,8,8,0,6,6,2,0,6,0,6,2,2
32,0,0,0,8,0,8,2,6,0,4,4,4,6,6,8,8
33,0,0,0,6,6,2,6,4,6,10,14,4,0,0,4,2
34,14,4,0,10,0,2,12,2,2,2,10,2,0,0,2,2
35,2,0,0,4,2,2,10,4,0,8,8,2,6,8,0,8
36,6,2,8,4,4,4,6,2,2,6,6,2,6,2,2,2
37,6,0,0,8,2,8,2,6,6,4,2,2,4,2,6,6
38,12,0,0,4,0,4,4,4,0,8,4,0,12,8,0,4
39,12,2,0,2,0,12,2,2,4,4,8,4,8,2,2,0
40,2,8,4,6,2,4,6,0,6,6,4,0,2,2,2,10
41,6,4,6,8,8,4,6,2,0,0,2,2,10,0,2,4
42,4,4,0,2,2,4,6,2,0,0,6,4,10,4,4,12
43,4,6,2,6,0,0,12,2,0,4,12,2,6,4,0,4
44,8,6,2,6,4,8,6,0,4,4,0,2,6,0,6,2
45,4,4,0,4,0,6,4,2,4,12,0,4,4,6,4,6
46,6,0,2,4,0,6,6,4,2,10,6,10,6,2,0,0
47,10,4,0,2,2,6,10,2,0,2,2,4,6,2,2,10
48,0,4,8,4,6,4,0,6,10,4,2,4,2,6,4,0
49,0,6,6,4,10,2,0,0,4,4,0,0,4,6,12,6
50,4,6,0,2,6,4,6,0,6,0,4,6,4,10,6,0
51,8,10,0,14,8,0,0,8,2,0,2,4,0,4,4,0
52,0,4,4,2,14,4,0,8,6,8,2,2,0,4,6,0
53,0,4,16,0,8,4,0,4,4,4,0,8,0,4,4,4
54,4,4,4,6,2,2,2,12,2,4,4,8,2,4,4,0
55,4,2,2,2,4,2,0,8,2,2,2,12,6,2,8,6
56,0,4,8,4,12,0,0,8,10,2,0,0,0,4,2,10
57,0,8,12,0,2,2,2,2,12,4,0,8,0,4,4,4
58,0,14,4,0,4,6,0,0,6,2,10,8,0,0,4,6
59,0,2,2,2,4,4,8,6,8,2,2,2,6,14,2,0
60,0,0,10,2,6,0,0,2,6,2,2,10,2,4,10,8
61,0,6,12,2,4,8,0,8,8,2,2,0,2,2,4,4
62,4,4,10,0,2,4,8,8,2,2,0,2,6,8,4,0
63,8,6,6,0,4,2,2,4,4,2,8,6,2,4,6,0
