,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,2,-6,2,-6,2,6,-2,2,-4,0,0,4
3,0,0,0,-2,-2,-2,-2,-2,-6,2,-2,4,8,0,4
4,0,2,-2,2,-2,8,0,2,2,0,4,4,8,6,-2
5,0,6,-6,2,6,4,-4,-2,-2,-8,4,8,4,-2,-10
6,4,-2,-2,0,0,2,-2,0,0,-2,2,-8,4,2,2
7,-4,2,2,4,-4,2,-2,0,0,2,-2,4,0,-6,2
8,2,-2,0,-4,-2,-2,-8,2,0,8,6,6,-4,0,-2
9,-2,6,4,0,6,2,0,-2,0,4,6,-2,0,0,10
10,2,2,4,2,4,-8,2,0,2,-2,0,-6,-4,4,-2
11,-2,-6,8,2,0,8,-2,0,-2,-10,4,2,0,-4,2
12,-2,0,2,2,-4,2,8,-4,-2,0,-2,-2,-4,2,4
13,2,4,2,-2,-4,2,4,4,2,-4,-2,2,12,10,0
14,2,0,6,-4,2,-4,-2,-2,0,-2,-4,-6,8,2,4
15,-2,4,-2,-4,6,0,-2,2,0,-2,0,-2,0,2,0
16,2,0,-2,0,2,-4,-14,-4,-2,-4,-6,0,2,-12,10
17,2,0,-2,4,-2,8,6,-4,-2,-4,-6,4,-2,0,-2
18,2,0,-2,-2,0,2,-8,-6,8,-2,8,-4,2,4,-2
19,2,0,-2,-2,0,-6,0,-2,4,-6,-4,0,-2,8,10
20,-2,2,0,2,-4,-4,-2,-2,-4,-4,2,-4,-2,-6,-4
21,6,-2,-4,6,-8,-4,-2,2,8,4,-6,-4,6,-2,0
22,-6,6,0,4,2,-6,0,0,-2,-2,4,0,2,-2,0
23,-6,2,4,-4,2,-2,4,0,6,-6,0,0,2,-6,4
24,0,-2,2,0,0,-2,2,-2,2,4,-4,2,-2,0,0
25,-12,-2,-10,-8,-4,6,-2,-6,-6,8,-4,-2,6,4,0
26,8,2,-2,2,2,-4,0,0,-8,6,2,-2,-2,-4,0
27,-4,2,2,6,2,0,0,-8,4,-2,-2,2,-2,0,0
28,0,0,0,-2,-6,2,-2,0,-4,4,8,2,-6,2,2
29,4,4,0,-2,-10,-2,-2,0,-8,-8,0,2,-2,-2,-6
30,4,8,-4,-4,-4,0,0,-2,2,-2,-6,6,-2,2,2
31,0,-4,4,0,-4,0,4,2,2,-2,-2,-2,2,-2,2
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,0,-4,-2,2,-2,10,2,-6,-2,14,0,0,4,12
35,4,0,-4,2,-2,2,6,-2,-2,2,-6,0,0,-4,4
36,0,-2,2,-2,2,0,-8,-2,-2,0,-4,4,0,10,2
37,0,2,-2,-2,-6,-4,4,2,2,0,4,0,4,-6,2
38,8,2,6,0,4,6,6,-4,0,6,-2,4,4,-6,-2
39,0,6,10,-4,-8,-2,-2,-12,8,2,2,0,0,2,-2
40,2,2,-4,0,2,-2,0,-2,4,0,-2,6,-12,4,2
41,-2,2,8,4,-6,-6,0,2,-4,-4,-2,6,0,4,-2
42,6,-2,4,2,0,-4,2,-4,-6,-2,-4,-2,4,4,2
43,2,-2,0,10,4,-4,-2,4,-2,6,0,6,8,4,-2
44,-2,8,-6,2,4,2,0,4,-2,0,-10,-2,-4,2,4
45,2,4,2,-2,4,-6,4,-4,2,4,-2,2,-4,2,-8
46,6,-8,-6,0,-6,0,-2,6,4,-2,0,6,0,-2,4
47,2,4,10,-8,6,4,-2,10,4,6,-4,2,0,-2,0
48,2,0,-2,0,2,4,-6,0,2,0,-2,-4,-2,8,-2
49,2,0,-2,4,-2,0,-2,0,2,0,-2,0,-6,4,2
50,-2,0,2,2,-8,-2,0,-2,-8,2,0,-12,-2,4,-6
51,-2,0,2,-6,0,-2,0,2,4,-2,4,0,2,0,-2
52,-2,-2,4,-2,0,-4,-2,-2,-4,0,-2,8,2,2,4
53,-10,10,0,2,-4,-4,-2,10,0,0,-2,0,2,-2,0
54,-10,-6,0,-4,6,-2,0,0,-6,-6,-4,0,-2,2,0
55,6,6,4,-4,-2,10,-4,-8,-6,-2,0,0,-2,-2,4
56,0,-6,6,4,4,-2,-6,-2,-6,8,0,-2,2,0,0
57,4,2,2,-4,0,-2,-2,2,-6,-4,0,2,2,4,0
58,4,6,-2,-6,-2,-8,0,0,-4,2,2,6,2,0,0
59,8,-2,-6,-10,6,-4,0,0,0,-6,-2,-6,2,-4,-8
60,0,0,0,-2,2,2,6,-4,0,0,-4,-2,6,-2,-2
61,4,-4,8,-2,-2,6,-2,12,-4,-4,-4,-2,-6,2,-2
62,0,-8,0,8,4,-4,0,-6,2,-6,2,6,2,2,-2
63,-4,-12,0,-12,-4,-4,4,-2,2,2,-2,6,-2,-2,-2
