,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,2,-6,2,-6,2,6,-2,2,-4,0,0,4
3,0,0,0,0,-2,-2,-2,-2,-2,-6,2,-2,4,8,0,4
4,0,0,2,-2,2,-2,8,0,2,2,0,4,4,8,6,-2
5,0,0,6,-6,2,6,4,-4,-2,-2,-8,4,8,4,-2,-10
6,0,4,-2,-2,0,0,2,-2,0,0,-2,2,-8,4,2,2
7,0,-4,2,2,4,-4,2,-2,0,0,2,-2,4,0,-6,2
8,0,2,-2,0,-4,-2,-2,-8,2,0,8,6,6,-4,0,-2
9,0,-2,6,4,0,6,2,0,-2,0,4,6,-2,0,0,10
10,0,2,2,4,2,4,-8,2,0,2,-2,0,-6,-4,4,-2
11,0,-2,-6,8,2,0,8,-2,0,-2,-10,4,2,0,-4,2
12,0,-2,0,2,2,-4,2,8,-4,-2,0,-2,-2,-4,2,4
13,0,2,4,2,-2,-4,2,4,4,2,-4,-2,2,12,10,0
14,0,2,0,6,-4,2,-4,-2,-2,0,-2,-4,-6,8,2,4
15,0,-2,4,-2,-4,6,0,-2,2,0,-2,0,-2,0,2,0
16,0,2,0,-2,0,2,-4,-14,-4,-2,-4,-6,0,2,-12,10
17,0,2,0,-2,4,-2,8,6,-4,-2,-4,-6,4,-2,0,-2
18,0,2,0,-2,-2,0,2,-8,-6,8,-2,8,-4,2,4,-2
19,0,2,0,-2,-2,0,-6,0,-2,4,-6,-4,0,-2,8,10
20,0,-2,2,0,2,-4,-4,-2,-2,-4,-4,2,-4,-2,-6,-4
21,0,6,-2,-4,6,-8,-4,-2,2,8,4,-6,-4,6,-2,0
22,0,-6,6,0,4,2,-6,0,0,-2,-2,4,0,2,-2,0
23,0,-6,2,4,-4,2,-2,4,0,6,-6,0,0,2,-6,4
24,0,0,-2,2,0,0,-2,2,-2,2,4,-4,2,-2,0,0
25,0,-12,-2,-10,-8,-4,6,-2,-6,-6,8,-4,-2,6,4,0
26,0,8,2,-2,2,2,-4,0,0,-8,6,2,-2,-2,-4,0
27,0,-4,2,2,6,2,0,0,-8,4,-2,-2,2,-2,0,0
28,0,0,0,0,-2,-6,2,-2,0,-4,4,8,2,-6,2,2
29,0,4,4,0,-2,-10,-2,-2,0,-8,-8,0,2,-2,-2,-6
30,0,4,8,-4,-4,-4,0,0,-2,2,-2,-6,6,-2,2,2
31,0,0,-4,4,0,-4,0,4,2,2,-2,-2,-2,2,-2,2
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,4,0,-4,-2,2,-2,10,2,-6,-2,14,0,0,4,12
35,0,4,0,-4,2,-2,2,6,-2,-2,2,-6,0,0,-4,4
36,0,0,-2,2,-2,2,0,-8,-2,-2,0,-4,4,0,10,2
37,0,0,2,-2,-2,-6,-4,4,2,2,0,4,0,4,-6,2
38,0,8,2,6,0,4,6,6,-4,0,6,-2,4,4,-6,-2
39,0,0,6,10,-4,-8,-2,-2,-12,8,2,2,0,0,2,-2
40,0,2,2,-4,0,2,-2,0,-2,4,0,-2,6,-12,4,2
41,0,-2,2,8,4,-6,-6,0,2,-4,-4,-2,6,0,4,-2
42,0,6,-2,4,2,0,-4,2,-4,-6,-2,-4,-2,4,4,2
43,0,2,-2,0,10,4,-4,-2,4,-2,6,0,6,8,4,-2
44,0,-2,8,-6,2,4,2,0,4,-2,0,-10,-2,-4,2,4
45,0,2,4,2,-2,4,-6,4,-4,2,4,-2,2,-4,2,-8
46,0,6,-8,-6,0,-6,0,-2,6,4,-2,0,6,0,-2,4
47,0,2,4,10,-8,6,4,-2,10,4,6,-4,2,0,-2,0
48,0,2,0,-2,0,2,4,-6,0,2,0,-2,-4,-2,8,-2
49,0,2,0,-2,4,-2,0,-2,0,2,0,-2,0,-6,4,2
50,0,-2,0,2,2,-8,-2,0,-2,-8,2,0,-12,-2,4,-6
51,0,-2,0,2,-6,0,-2,0,2,4,-2,4,0,2,0,-2
52,0,-2,-2,4,-2,0,-4,-2,-2,-4,0,-2,8,2,2,4
53,0,-10,10,0,2,-4,-4,-2,10,0,0,-2,0,2,-2,0
54,0,-10,-6,0,-4,6,-2,0,0,-6,-6,-4,0,-2,2,0
55,0,6,6,4,-4,-2,10,-4,-8,-6,-2,0,0,-2,-2,4
56,0,0,-6,6,4,4,-2,-6,-2,-6,8,0,-2,2,0,0
57,0,4,2,2,-4,0,-2,-2,2,-6,-4,0,2,2,4,0
58,0,4,6,-2,-6,-2,-8,0,0,-4,2,2,6,2,0,0
59,0,8,-2,-6,-10,6,-4,0,0,0,-6,-2,-6,2,-4,-8
60,0,0,0,0,-2,2,2,6,-4,0,0,-4,-2,6,-2,-2
61,0,4,-4,8,-2,-2,6,-2,12,-4,-4,-4,-2,-6,2,-2
62,0,0,-8,0,8,4,-4,0,-6,2,-6,2,6,2,2,-2
63,0,-4,-12,0,-12,-4,-4,4,-2,2,2,-2,6,-2,-2,-2
