,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,-2,-4,0,-2,-6,4,0,6,-2,-8,4,-2,-2,-4
3,0,-2,-2,0,4,-2,-2,-4,-4,-2,2,0,-4,2,-2,0
4,0,-4,0,0,2,-2,-6,2,0,4,4,-4,-6,-10,6,-2
5,0,0,0,-4,2,2,2,6,0,0,4,0,2,-6,6,2
6,0,-2,2,0,2,-4,0,2,0,-6,-2,0,-2,4,8,-2
7,0,-2,2,0,-2,8,4,6,-4,-2,2,-4,-10,4,0,-2
8,0,0,6,-6,0,0,2,-2,-2,2,0,8,6,2,4,-4
9,0,0,2,-2,0,-8,-2,-6,-2,2,-4,-4,-2,2,8,0
10,0,-2,8,-2,0,2,-8,-6,2,0,6,4,-2,0,2,-4
11,0,2,-4,6,4,2,0,-2,-2,0,-2,0,-2,-4,-2,4
12,0,0,-2,-2,2,10,4,-4,2,-2,0,-4,4,-8,6,-6
13,0,-4,2,-2,2,-2,0,12,2,2,4,4,4,4,2,2
14,0,-2,-4,-2,2,-4,-2,-4,-2,4,2,4,4,-2,-8,-2
15,0,-2,-8,2,-2,0,-2,-4,-6,-8,2,4,4,-2,4,2
16,0,0,2,-2,2,2,8,4,2,6,-4,12,-4,-8,2,10
17,0,0,-2,2,-2,-2,0,4,-2,2,4,-4,4,0,-10,6
18,0,-2,4,2,-2,0,2,4,-2,-4,-6,0,0,-14,4,-2
19,0,2,0,2,-2,4,-2,-12,-2,0,-2,8,-8,-2,0,-2
20,0,4,-6,-2,-4,0,2,-2,2,-6,-8,0,6,-2,0,0
21,0,8,-2,6,0,8,2,2,-2,2,-8,-4,-2,2,4,0
22,0,2,0,-10,0,6,0,2,-2,0,2,0,2,0,-2,0
23,0,10,4,-6,0,-2,-4,-2,-2,0,-2,4,2,0,2,-4
24,0,0,4,-4,2,2,-2,-2,-4,4,4,4,-2,6,6,-2
25,0,8,-4,-4,-2,-2,2,2,0,0,0,8,-10,-2,-10,-2
26,0,-6,2,0,-2,4,-4,-2,-4,2,2,4,6,0,0,-2
27,0,-2,2,-4,-2,0,-4,2,4,-2,2,0,-2,4,0,2
28,0,0,-4,0,-4,4,-8,4,0,-8,4,0,-4,4,8,4
29,0,4,4,4,0,4,-4,-4,4,8,0,0,4,0,0,8
30,0,-6,6,0,0,-2,2,0,-8,-2,-2,-4,4,-2,-2,0
31,0,-6,-10,0,0,6,-6,0,0,-2,-2,4,4,-2,-2,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,-2,-2,0,0,2,2,-8,0,2,-2,-4,4,2,6,16
35,0,2,-2,-4,4,-6,6,-8,-4,2,2,-4,-4,-2,6,-4
36,0,4,0,8,2,-2,-6,2,4,0,-8,8,6,2,2,-6
37,0,0,0,-4,2,-6,2,-2,4,4,8,4,-2,-2,2,6
38,0,2,-6,-12,2,0,0,-2,-4,-6,2,0,2,-4,-4,-2
39,0,2,-6,4,-2,-4,4,2,8,-2,6,-4,-6,-4,4,-2
40,0,0,2,-2,0,8,6,2,-2,-6,-4,4,-2,10,0,0
41,0,0,-2,2,0,0,2,-2,-2,-6,8,8,6,-6,4,4
42,0,2,4,-2,8,-2,-4,2,2,-4,2,-4,-2,-4,-2,4
43,0,-2,8,-2,-4,-10,4,-2,-2,-12,-6,0,-2,0,-6,4
44,0,0,2,-6,2,10,0,0,-2,2,0,-4,0,-4,-2,2
45,0,4,6,2,2,6,-4,-8,-2,-2,4,-4,0,0,-6,2
46,0,2,-8,-2,-6,0,2,-4,2,4,2,0,0,-2,0,-6
47,0,2,4,2,6,4,2,-4,14,-8,2,0,0,-2,-4,-2
48,0,0,-6,-2,-2,-2,-4,0,2,-2,4,4,0,4,-2,6
49,0,0,-2,-6,2,2,4,0,-2,-6,4,-4,0,4,2,2
50,0,2,-4,-2,2,0,6,4,-2,8,2,4,-4,2,0,-2
51,0,-2,0,-2,-6,4,2,-4,-2,4,-2,-4,-4,-2,-4,6
52,0,-4,2,6,0,4,-2,2,6,-2,4,4,-2,-2,0,0
53,0,8,-2,-2,12,-4,-2,-2,2,-2,-4,0,-2,2,4,8
54,0,-2,0,2,-4,-2,-12,2,-6,0,-2,0,-6,-4,-2,4
55,0,6,-4,-2,-12,-2,0,-2,10,0,2,-4,2,4,2,0
56,0,0,0,8,6,-2,6,-2,-4,4,0,0,2,2,-2,-2
57,0,8,0,0,10,2,-6,2,0,0,4,-4,2,2,-2,-2
58,0,6,-2,0,2,4,-4,2,-4,-2,-2,4,-6,0,0,2
59,0,-14,-10,-4,10,0,-4,-2,4,2,-10,0,-6,4,0,-2
60,0,0,0,4,-8,0,0,-4,-4,4,4,0,-4,4,4,0
61,0,-4,0,8,4,0,4,-4,0,-4,8,0,-4,0,-4,-4
62,0,6,2,0,-4,-2,-6,4,-4,-2,-2,0,-4,-6,2,0
63,0,6,-6,8,4,-2,2,4,-12,-2,6,0,4,2,2,0
