,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0
3,0,-4,0,8,0,0,8,-4,-4,-8,0,0,-8,0,-4,0
4,0,-2,-2,0,-2,0,0,-10,2,0,0,-6,0,-6,10,0
5,0,2,-2,-4,2,0,-4,6,2,4,0,-10,4,10,6,0
6,0,-2,2,0,-2,-4,-4,2,-2,-4,4,2,0,-2,2,8
7,0,-2,-2,4,-2,12,0,-2,2,0,12,2,4,2,2,0
8,0,-4,0,0,0,0,0,4,4,0,0,0,0,0,-4,0
9,0,0,-4,-8,4,0,8,0,0,-8,0,4,8,-4,0,0
10,0,-4,-4,0,4,0,0,-4,-4,0,0,4,0,-4,-4,0
11,0,4,-4,0,-4,0,0,-4,-4,0,0,-4,0,-4,4,0
12,0,-2,2,0,-2,4,4,-6,-2,4,-4,10,0,-10,-6,-8
13,0,-2,-2,-4,-2,4,0,-10,2,0,4,-6,-4,-6,10,0
14,0,-2,-2,0,-2,0,0,-2,2,0,0,2,0,2,2,0
15,0,2,-2,4,2,0,4,-2,2,-4,0,-2,-4,2,-2,0
16,0,-2,-2,0,2,4,4,10,-2,4,-4,6,0,-6,10,8
17,0,2,-2,-4,-2,-4,0,-6,-2,0,-4,10,-4,10,6,0
18,0,2,-2,0,-2,0,0,-6,-2,0,0,10,0,10,6,0
19,0,2,2,-4,-2,0,4,-10,2,-4,0,-6,4,6,-10,0
20,0,4,-4,0,-4,0,0,4,-4,0,0,-4,0,-4,-4,0
21,0,4,4,8,-4,0,0,4,4,0,0,4,-8,-4,4,0
22,0,8,-4,0,4,8,-8,0,8,-8,-8,4,0,-4,0,0
23,0,4,8,8,8,0,0,-4,-4,0,0,0,8,0,4,0
24,0,2,-2,0,-2,0,0,2,-2,0,0,2,0,2,-2,0
25,0,2,2,4,-2,0,-4,-2,2,4,0,2,-4,-2,-2,0
26,0,-2,-2,0,2,-4,-4,2,-2,-4,4,-2,0,2,2,-8
27,0,2,-2,-12,-2,4,0,2,-2,0,4,2,-12,2,-2,0
28,0,-4,0,0,0,8,-8,4,-4,-8,-8,0,0,0,4,0
29,0,0,-4,-8,-4,0,0,0,0,0,0,4,-8,4,0,0
30,0,-8,0,0,0,0,0,0,8,0,0,0,0,0,0,0
31,0,0,-8,8,8,0,0,0,0,0,0,0,-8,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,4,0,0,0,-8,8,4,4,8,8,0,0,0,4,-16
35,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0
36,0,2,2,0,-2,4,4,6,2,4,-4,2,0,-2,6,-8
37,0,-2,2,4,2,-4,0,-2,2,0,-4,6,4,6,2,0
38,0,-10,2,0,2,0,0,-2,10,0,0,-2,0,-2,2,0
39,0,-2,-10,4,10,0,4,2,-2,-4,0,-2,-4,2,2,0
40,0,0,4,0,-4,8,-8,0,0,-8,-8,-4,0,4,0,-16
41,0,-4,0,0,0,0,0,4,4,0,0,0,0,0,-4,0
42,0,4,-4,0,-4,0,0,-4,-4,0,0,-4,0,-4,4,0
43,0,4,4,0,-4,0,16,4,4,-16,0,-4,0,4,4,0
44,0,-2,2,0,2,0,0,-2,2,0,0,6,0,6,2,0
45,0,-2,-2,-4,2,0,-4,-6,-2,4,0,-2,4,2,-6,0
46,0,2,10,0,-10,-4,-4,-2,2,-4,4,2,0,-2,-2,8
47,0,-10,2,-4,2,-12,0,-2,10,0,-12,-2,-4,-2,2,0
48,0,-2,-2,0,-2,0,0,6,2,0,0,2,0,2,-6,0
49,0,2,-2,-4,2,0,4,-2,2,-4,0,6,4,-6,-2,0
50,0,-2,2,0,-2,4,4,2,-2,4,-4,-6,0,6,2,8
51,0,-2,-2,4,-2,4,0,6,2,0,4,2,4,2,-6,0
52,0,0,8,0,-8,8,8,0,0,8,-8,0,0,0,0,0
53,0,-8,0,0,0,8,0,0,8,0,8,0,0,0,0,0
54,0,0,-4,0,-4,0,0,0,0,0,0,4,0,4,0,0
55,0,4,0,8,0,0,0,-4,4,0,0,0,-8,0,-4,0
56,0,-10,2,0,-2,-4,-4,2,-10,-4,4,2,0,-2,2,-8
57,0,-2,-10,12,-10,-4,0,-2,2,0,-4,2,12,2,2,0
58,0,-2,-10,0,-10,0,0,-2,2,0,0,2,0,2,2,0
59,0,10,-2,4,2,0,-4,-2,10,4,0,-2,-4,2,-2,0
60,0,4,8,0,8,0,0,-4,-4,0,0,0,0,0,4,0
61,0,-8,4,8,-4,0,0,0,-8,0,0,-4,-8,4,0,0
62,0,-4,-4,0,4,8,8,-4,-4,8,-8,-4,0,4,-4,0
63,0,4,-4,0,-4,-8,0,4,-4,0,-8,-4,0,-4,-4,0
