     0  1  2  3  4  5  6  7  8  9  A  B  C  D  E  F  
----------------------------------------------------
0  | 64 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
1  | 0  0  0  6  0  16 10 0  0  0  6  0  14 6  2  4  
2  | 0  0  0  8  0  10 4  2  0  10 2  4  8  8  6  2  
3  | 6  0  2  8  2  6  4  0  6  6  6  2  2  0  8  6  
4  | 0  0  0  2  0  4  6  12 0  6  8  4  10 4  8  0  
5  | 4  10 6  0  0  2  6  0  4  10 4  6  8  2  0  2  
6  | 0  0  10 4  6  4  4  8  2  6  4  2  4  2  2  6  
7  | 6  2  8  2  8  10 6  6  4  2  0  4  0  0  0  6  
8  | 0  0  0  4  0  6  4  2  0  8  6  10 8  2  2  12 
9  | 8  4  0  6  0  4  4  6  2  4  6  2  12 2  0  4  
A  | 0  0  16 4  6  6  4  0  4  6  4  2  2  0  0  10 
B  | 2  8  0  6  2  6  0  4  4  10 0  2  10 2  6  2  
C  | 0  0  0  2  0  10 10 6  0  6  6  6  2  6  10 0  
D  | 6  0  4  10 2  0  8  6  2  2  6  10 2  2  2  2  
E  | 0  0  6  8  4  8  0  2  10 6  2  4  6  2  4  2  
F  | 8  0  4  2  2  4  2  2  2  6  4  6  0  2  14 6  
10 | 0  0  0  4  0  0  8  12 0  0  8  8  2  10 6  6  
11 | 0  6  4  6  2  2  6  6  4  6  4  6  0  4  4  4  
12 | 0  4  0  8  6  2  8  4  2  4  4  6  2  4  10 0  
13 | 4  2  2  6  8  6  2  2  14 2  2  4  2  2  2  4  
14 | 0  16 4  2  6  0  2  6  4  0  4  6  4  6  4  0  
15 | 0  10 6  0  6  0  2  8  2  2  0  8  2  6  6  6  
16 | 0  12 6  4  6  0  0  0  8  6  6  2  2  6  4  2  
17 | 0  6  8  0  6  2  4  6  6  0  2  6  4  4  2  8  
18 | 0  12 2  2  8  0  8  0  10 4  4  2  4  2  0  6  
19 | 6  4  8  0  8  0  4  2  0  0  12 2  4  6  2  6  
1A | 0  4  6  2  8  8  0  4  8  0  0  0  6  2  0  16 
1B | 2  4  8  10 2  4  2  8  2  4  8  2  0  2  4  2  
1C | 0  12 6  4  6  4  2  2  6  0  4  4  2  10 2  0  
1D | 8  6  0  0  10 0  0  8  10 4  2  2  2  8  4  0  
1E | 0  4  8  6  8  2  4  4  10 2  2  4  2  0  6  2  
1F | 4  2  4  2  6  2  4  0  2  6  2  2  2  16 8  2  
20 | 0  0  0  16 0  4  0  0  0  14 6  4  2  0  4  14 
21 | 0  0  2  10 2  8  10 0  0  6  6  0  10 2  2  6  
22 | 8  0  6  0  6  4  10 2  0  6  8  0  4  4  2  4  
23 | 4  8  0  6  0  4  8  6  2  2  10 4  8  0  0  2  
24 | 4  0  4  8  4  6  2  4  8  6  2  0  0  4  4  8  
25 | 0  4  6  8  2  8  8  0  4  2  4  4  2  2  6  4  
26 | 2  6  0  6  4  4  4  6  6  0  4  4  10 4  2  2  
27 | 6  6  0  0  2  2  6  2  4  4  6  10 2  6  2  6  
28 | 10 2  6  2  4  12 12 0  2  2  4  0  0  0  2  6  
29 | 4  0  0  14 2  10 4  2  8  6  4  0  4  2  2  2  
2A | 8  8  0  2  0  2  4  0  2  6  8  14 2  8  0  0  
2B | 2  2  0  0  4  2  10 4  6  2  4  0  6  4  8  10 
2C | 2  6  6  2  4  6  2  0  2  6  4  0  6  4  10 4  
2D | 8  0  4  4  6  2  0  0  6  8  2  4  6  4  4  6  
2E | 6  2  2  4  2  2  6  12 4  0  4  2  8  8  0  2  
2F | 8  12 4  6  6  4  2  2  2  2  4  2  2  4  0  4  
30 | 0  4  6  2  10 2  2  2  4  8  0  0  8  4  6  6  
31 | 4  6  8  0  4  6  0  4  4  6  10 2  2  4  4  0  
32 | 6  6  6  2  4  6  0  2  0  6  8  2  2  6  6  2  
33 | 6  6  4  2  4  0  0  10 2  2  0  6  8  4  0  10 
34 | 0  2  12 4  10 4  0  4  12 0  2  4  2  2  2  4  
35 | 6  4  4  0  10 0  0  4  10 0  0  4  2  8  8  4  
36 | 4  6  2  2  2  2  6  8  6  4  2  6  0  4  10 0  
37 | 2  2  8  2  4  4  4  2  6  2  0  10 6  10 2  0  
38 | 0  4  8  4  2  6  6  2  4  2  2  4  6  4  4  6  
39 | 4  4  4  8  0  6  0  6  4  8  2  2  2  4  8  2  
3A | 8  8  0  4  2  0  10 4  0  0  0  4  8  6  8  2  
3B | 8  2  6  4  4  4  4  0  6  4  4  6  4  4  4  0  
3C | 0  6  6  6  6  0  0  8  8  2  4  8  4  2  4  0  
3D | 2  2  8  0  10 0  2  12 0  4  0  8  0  2  6  8  
3E | 6  4  0  0  4  4  0  10 6  2  6  12 2  4  0  4  
3F | 0  6  6  0  4  4  6  10 0  6  8  2  0  4  8  0  
