     0  1  2  3  4  5  6  7  8  9  A  B  C  D  E  F  
----------------------------------------------------
0  | 64 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
1  | 0  0  0  6  0  2  4  4  0  10 12 4  10 6  2  4  
2  | 0  0  0  8  0  4  4  4  0  6  8  6  12 6  4  2  
3  | 14 4  2  2  10 6  4  2  6  4  4  0  2  2  2  0  
4  | 0  0  0  6  0  10 10 6  0  4  6  4  2  8  6  2  
5  | 4  8  6  2  2  4  4  2  0  4  4  0  12 2  4  6  
6  | 0  4  2  4  8  2  6  2  8  4  4  2  4  2  0  12 
7  | 2  4  10 4  0  4  8  4  2  4  8  2  2  2  4  4  
8  | 0  0  0  12 0  8  8  4  0  6  2  8  8  2  2  4  
9  | 10 2  4  0  2  4  6  0  2  2  8  0  10 0  2  12 
A  | 0  8  6  2  2  8  6  0  6  4  6  0  4  0  2  10 
B  | 2  4  0  10 2  2  4  0  2  6  2  6  6  4  2  12 
C  | 0  0  0  8  0  6  6  0  0  6  6  4  6  6  14 2  
D  | 6  6  4  8  4  8  2  6  0  6  4  6  0  2  0  2  
E  | 0  4  8  8  6  6  4  0  6  6  4  0  0  4  0  8  
F  | 2  0  2  4  4  6  4  2  4  8  2  2  2  6  8  8  
10 | 0  0  0  0  0  0  2  14 0  6  6  12 4  6  8  6  
11 | 6  8  2  4  6  4  8  6  4  0  6  6  0  4  0  0  
12 | 0  8  4  2  6  6  4  6  6  4  2  6  6  0  4  0  
13 | 2  4  4  6  2  0  4  6  2  0  6  8  4  6  4  6  
14 | 0  8  8  0  10 0  4  2  8  2  2  4  4  8  4  0  
15 | 0  4  6  4  2  2  4  10 6  2  0  10 0  4  6  4  
16 | 0  8  10 8  0  2  2  6  10 2  0  2  0  6  2  6  
17 | 4  4  6  0  10 6  0  2  4  4  4  6  6  6  2  0  
18 | 0  6  6  0  8  4  2  2  2  4  6  8  6  6  2  2  
19 | 2  6  2  4  0  8  4  6  10 4  0  4  2  8  4  0  
1A | 0  6  4  0  4  6  6  6  6  2  2  0  4  4  6  8  
1B | 4  4  2  4  10 6  6  4  6  2  2  4  2  2  4  2  
1C | 0  10 10 6  6  0  0  12 6  4  0  0  2  4  4  0  
1D | 4  2  4  0  8  0  0  2  10 0  2  6  6  6  14 0  
1E | 0  2  6  0  14 2  0  0  6  4  10 8  2  2  6  2  
1F | 2  4  10 6  2  2  2  8  6  8  0  0  0  4  6  4  
20 | 0  0  0  10 0  12 8  2  0  6  4  4  4  2  0  12 
21 | 0  4  2  4  4  8  10 0  4  4  10 0  4  0  2  8  
22 | 10 4  6  2  2  8  2  2  2  2  6  0  4  0  4  10 
23 | 0  4  4  8  0  2  6  0  6  6  2  10 2  4  0  10 
24 | 12 0  0  2  2  2  2  0  14 14 2  0  2  6  2  4  
25 | 6  4  4  12 4  4  4  10 2  2  2  0  4  2  2  2  
26 | 0  0  4  10 10 10 2  4  0  4  6  4  4  4  2  0  
27 | 10 4  2  0  2  4  2  0  4  8  0  4  8  8  4  4  
28 | 12 2  2  8  2  6  12 0  0  2  6  0  4  0  6  2  
29 | 4  2  2  10 0  2  4  0  0  14 10 2  4  6  0  4  
2A | 4  2  4  6  0  2  8  2  2  14 2  6  2  6  2  2  
2B | 12 2  2  2  4  6  6  2  0  2  6  2  6  0  8  4  
2C | 4  2  2  4  0  2  10 4  2  2  4  8  8  4  2  6  
2D | 6  2  6  2  8  4  4  4  2  4  6  0  8  2  0  6  
2E | 6  6  2  2  0  2  4  6  4  0  6  2  12 2  6  4  
2F | 2  2  2  2  2  6  8  8  2  4  4  6  8  2  4  2  
30 | 0  4  6  0  12 6  2  2  8  2  4  4  6  2  2  4  
31 | 4  8  2  10 2  2  2  2  6  0  0  2  2  4  10 8  
32 | 4  2  6  4  4  2  2  4  6  6  4  8  2  2  8  0  
33 | 4  4  6  2  10 8  4  2  4  0  2  2  4  6  2  4  
34 | 0  8  16 6  2  0  0  12 6  0  0  0  0  8  0  6  
35 | 2  2  4  0  8  0  0  0  14 4  6  8  0  2  14 0  
36 | 2  6  2  2  8  0  2  2  4  2  6  8  6  4  10 0  
37 | 2  2  12 4  2  4  4  10 4  4  2  6  0  2  2  4  
38 | 0  6  2  2  2  0  2  2  4  6  4  4  4  6  10 10 
39 | 6  2  2  4  12 6  4  8  4  0  2  4  2  4  4  0  
3A | 6  4  6  4  6  8  0  6  2  2  6  2  2  6  4  0  
3B | 2  6  4  0  0  2  4  6  4  6  8  6  4  4  6  2  
3C | 0  10 4  0  12 0  4  2  6  0  4  12 4  4  2  0  
3D | 0  8  6  2  2  6  0  8  4  4  0  4  0  12 4  4  
3E | 4  8  2  2  2  4  4  14 4  2  0  2  0  8  4  4  
3F | 4  8  4  2  4  0  2  4  4  2  4  8  8  6  2  2  
