     0  1  2  3  4  5  6  7  8  9  A  B  C  D  E  F  
----------------------------------------------------
0  | 64 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
1  | 0  0  0  4  0  2  6  4  0  14 8  6  8  4  6  2  
2  | 0  0  0  2  0  4  6  4  0  0  4  6  10 10 12 6  
3  | 4  8  4  8  4  6  4  2  4  2  2  4  6  2  0  4  
4  | 0  0  0  0  0  6  0  14 0  6  10 4  10 6  4  4  
5  | 2  0  4  8  2  4  6  6  2  0  8  4  2  4  10 2  
6  | 0  12 6  4  6  4  6  2  2  10 2  8  2  0  0  0  
7  | 4  6  6  4  2  4  4  2  6  4  2  4  4  6  0  6  
8  | 0  0  0  4  0  4  0  8  0  10 16 6  6  0  6  4  
9  | 14 2  4  10 2  8  2  6  2  4  0  0  2  2  2  4  
A  | 0  6  6  2  10 4  10 2  6  2  2  4  2  2  4  2  
B  | 6  2  2  0  2  4  6  2  10 2  0  6  6  4  4  8  
C  | 0  0  0  4  0  14 0  10 0  6  2  4  4  8  6  6  
D  | 6  2  6  2  10 2  0  4  0  10 4  2  8  2  2  4  
E  | 0  6  12 8  0  4  2  0  8  2  4  4  6  2  0  6  
F  | 0  8  2  0  6  6  8  2  4  4  4  6  8  0  4  2  
10 | 0  0  0  8  0  4  10 2  0  2  8  10 0  10 6  4  
11 | 6  6  4  6  4  0  6  4  8  2  10 2  2  4  0  0  
12 | 0  6  2  6  2  4  12 4  6  4  0  4  4  6  2  2  
13 | 4  0  4  0  8  6  6  0  0  2  0  6  4  8  2  14 
14 | 0  6  6  4  10 0  2  12 6  2  2  2  4  4  2  2  
15 | 6  8  2  0  8  2  0  2  2  2  2  2  2  14 10 2  
16 | 0  8  6  4  2  2  4  2  6  4  6  2  6  0  6  6  
17 | 6  4  8  6  4  4  0  4  6  2  4  4  4  2  4  2  
18 | 0  6  4  6  10 4  0  2  4  8  0  0  4  8  2  6  
19 | 2  4  6  4  4  2  4  2  6  4  6  8  0  6  4  2  
1A | 0  6  8  4  2  4  2  2  8  2  2  6  2  4  4  8  
1B | 0  6  4  4  0  12 6  4  2  2  2  4  4  2  10 2  
1C | 0  4  6  6  12 0  4  0  10 2  6  2  0  0  10 2  
1D | 0  6  2  2  6  0  4  16 4  4  2  0  0  4  6  8  
1E | 0  4  8  2  10 6  6  0  8  4  0  2  4  4  0  6  
1F | 4  2  6  6  2  2  2  4  8  6  10 6  4  0  0  2  
20 | 0  0  0  2  0  12 10 4  0  0  0  2  14 2  8  10 
21 | 0  4  6  8  2  10 4  2  2  6  4  2  6  2  0  6  
22 | 4  12 8  4  2  2  0  0  2  8  8  6  0  6  0  2  
23 | 8  2  0  2  8  4  2  6  4  8  2  2  6  4  2  4  
24 | 10 4  0  0  0  4  0  2  6  8  6  10 8  0  2  4  
25 | 6  0  12 2  8  6  10 0  0  8  2  6  0  0  2  2  
26 | 2  2  4  4  2  2  10 14 2  0  4  2  2  4  6  4  
27 | 6  0  0  2  6  4  2  4  4  4  8  4  8  0  6  6  
28 | 8  0  8  2  4  12 2  0  2  6  2  0  6  2  0  10 
29 | 0  2  4  10 2  8  6  4  0  10 0  2  10 0  2  4  
2A | 4  0  4  8  6  2  4  4  6  6  2  6  2  2  4  4  
2B | 2  2  6  4  0  2  2  6  2  8  8  4  4  4  8  2  
2C | 10 6  8  6  0  6  4  4  4  2  4  4  0  0  2  4  
2D | 2  2  2  4  0  0  0  2  8  4  4  6  10 2  14 4  
2E | 2  4  0  2  10 4  2  0  2  2  6  2  8  8  10 2  
2F | 12 4  6  8  2  6  2  8  0  4  0  2  0  8  2  0  
30 | 0  4  0  2  4  4  8  6  10 6  2  12 0  0  0  6  
31 | 0  10 2  0  6  2  10 2  6  0  2  0  6  6  4  8  
32 | 8  4  6  0  6  4  4  8  4  6  8  0  2  2  2  0  
33 | 2  2  6  10 2  0  0  6  4  4  12 8  4  2  2  0  
34 | 0  12 6  4  6  0  4  4  4  0  4  6  4  2  4  4  
35 | 0  12 4  6  2  4  4  0  10 0  0  8  0  8  0  6  
36 | 8  2  4  0  4  0  4  2  0  8  4  2  6  16 2  2  
37 | 6  2  2  2  6  6  4  8  2  2  6  2  2  2  4  8  
38 | 0  8  8  10 6  2  2  0  4  0  4  2  4  0  4  10 
39 | 0  2  0  0  8  0  10 4  10 0  8  4  4  4  4  6  
3A | 4  0  2  8  4  2  2  2  4  8  2  0  4  10 10 2  
3B | 16 4  4  2  8  2  2  6  4  4  4  2  0  2  2  2  
3C | 0  2  6  2  8  4  6  0  10 2  2  4  4  10 4  0  
3D | 0  16 10 2  4  2  4  2  8  0  0  8  0  6  2  0  
3E | 4  4  0  10 2  4  2  14 4  2  6  6  0  0  6  0  
3F | 4  0  0  2  0  8  2  4  0  2  4  4  4  14 10 6  
