     0  1  2  3  4  5  6  7  8  9  A  B  C  D  E  F  
----------------------------------------------------
0  | 64 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
1  | 0  0  0  2  0  4  4  14 0  12 4  6  2  6  6  4  
2  | 0  0  0  0  0  12 2  2  0  4  0  4  8  12 6  14 
3  | 8  2  12 2  6  8  6  0  6  4  4  2  2  0  0  2  
4  | 0  0  0  8  0  4  4  8  0  8  8  12 2  6  2  2  
5  | 6  0  0  2  8  0  8  4  0  2  6  0  10 6  6  6  
6  | 0  2  12 0  8  4  8  2  4  4  4  2  6  0  6  2  
7  | 4  6  4  12 0  4  2  0  0  14 2  6  4  0  0  6  
8  | 0  0  0  8  0  0  6  10 0  4  12 4  6  6  0  8  
9  | 10 8  4  8  6  2  2  0  2  6  8  2  0  6  0  0  
A  | 0  10 6  2  12 2  4  0  4  4  6  4  4  0  0  6  
B  | 0  2  2  2  4  8  6  4  4  0  4  2  6  4  2  14 
C  | 0  0  0  4  0  4  8  4  0  2  6  0  14 12 8  2  
D  | 6  6  2  4  2  6  4  6  6  4  8  8  0  2  0  0  
E  | 0  12 10 10 0  2  4  2  8  6  4  2  0  0  2  2  
F  | 2  0  0  0  6  8  8  0  6  2  4  6  8  0  6  8  
10 | 0  0  0  4  0  2  8  6  0  6  4  10 8  4  8  4  
11 | 6  10 10 4  4  2  0  4  4  0  2  8  4  2  2  2  
12 | 0  0  8  8  2  8  2  8  6  4  2  8  0  0  8  0  
13 | 4  4  2  2  8  6  0  2  2  2  0  4  6  8  14 0  
14 | 0  8  6  2  8  8  2  6  4  2  0  2  8  6  0  2  
15 | 4  4  8  2  4  0  4  10 8  2  4  4  4  2  0  4  
16 | 0  6  10 2  2  2  2  4  10 8  2  2  0  4  10 0  
17 | 8  2  4  2  6  4  0  6  4  4  2  2  0  4  8  8  
18 | 0  16 2  2  6  0  6  0  6  2  8  0  6  0  2  8  
19 | 0  8  0  2  4  4  10 4  8  0  6  4  2  6  2  4  
1A | 0  2  4  8  12 4  0  6  4  4  0  2  0  6  4  8  
1B | 0  6  2  6  4  2  4  4  6  4  8  4  2  0  10 2  
1C | 0  8  4  4  2  6  6  6  6  4  6  8  0  2  0  2  
1D | 4  4  4  0  0  2  4  2  4  2  2  4  10 10 8  4  
1E | 0  0  2  2  12 6  2  0  12 2  2  4  2  6  8  4  
1F | 2  2  10 14 2  4  2  4  4  6  0  2  4  8  0  0  
20 | 0  0  0  14 0  8  4  2  0  4  2  8  2  6  0  14 
21 | 4  2  6  2  12 2  4  0  6  4  10 2  4  2  2  2  
22 | 10 6  0  2  4  4  10 0  4  0  12 2  8  0  0  2  
23 | 0  6  2  2  2  4  6  10 0  4  8  2  2  6  0  10 
24 | 4  2  0  6  8  2  6  0  8  2  2  0  8  2  12 2  
25 | 2  0  2  16 2  4  6  4  6  8  2  4  0  6  0  2  
26 | 6  10 0  10 0  6  4  4  2  2  4  6  2  4  2  2  
27 | 4  0  2  0  2  2  14 0  4  6  6  2  12 2  4  4  
28 | 14 4  6  4  4  6  2  0  6  6  2  2  4  0  2  2  
29 | 2  2  0  2  0  8  4  2  4  6  4  4  6  4  12 4  
2A | 2  4  0  0  0  2  8  12 0  8  2  4  8  4  4  6  
2B | 16 6  2  4  6  10 2  2  2  2  2  2  4  2  2  0  
2C | 2  6  6  8  2  2  0  6  0  8  4  2  2  6  8  2  
2D | 6  2  4  2  8  8  2  8  2  4  4  0  2  0  8  4  
2E | 2  4  8  0  2  2  2  4  0  2  8  4  14 6  0  6  
2F | 2  2  2  8  0  2  2  6  4  6  8  8  6  2  0  6  
30 | 0  6  8  2  8  4  4  0  10 4  4  6  0  0  2  6  
31 | 0  8  4  0  6  2  2  6  6  0  0  2  6  4  8  10 
32 | 2  4  0  0  6  4  10 6  6  4  6  2  4  6  2  2  
33 | 0  16 6  8  2  0  2  2  4  2  8  4  0  4  6  0  
34 | 0  4  14 8  2  2  2  4  16 2  2  2  0  2  0  4  
35 | 0  6  0  0  10 8  2  2  6  0  0  8  6  4  4  8  
36 | 2  0  2  2  4  6  4  4  2  2  4  2  4  16 10 0  
37 | 6  6  6  8  4  2  4  4  4  0  6  8  2  4  0  0  
38 | 0  2  2  2  8  8  0  2  2  2  0  6  6  4  10 10 
39 | 4  4  16 8  0  6  4  2  4  4  2  6  0  2  2  0  
3A | 16 6  4  0  2  0  2  6  0  4  8  10 0  0  4  2  
3B | 2  0  0  2  0  4  4  4  2  6  2  6  6  12 12 2  
3C | 0  0  8  0  12 8  2  6  6  4  0  2  2  4  6  4  
3D | 2  4  12 2  2  2  0  4  6  10 2  6  4  2  0  6  
3E | 4  6  6  6  2  0  4  8  2  10 4  6  0  4  2  0  
3F | 14 0  0  0  8  0  6  8  4  2  0  0  4  8  4  6  
