     0  1  2  3  4  5  6  7  8  9  A  B  C  D  E  F  
----------------------------------------------------
0  | 64 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
1  | 0  0  0  6  0  2  6  2  0  4  2  4  6  16 14 2  
2  | 0  0  0  2  0  10 6  10 0  2  4  8  6  6  8  2  
3  | 0  8  0  8  0  6  4  6  4  4  4  12 2  4  2  0  
4  | 0  0  0  8  0  0  8  0  0  6  8  10 2  4  10 8  
5  | 10 2  4  4  4  8  8  4  2  2  0  4  0  8  0  4  
6  | 0  8  4  4  8  4  2  2  12 0  2  6  6  2  2  2  
7  | 6  6  4  0  2  10 2  2  2  2  6  6  8  0  6  2  
8  | 0  0  0  6  0  2  16 4  0  2  6  2  4  12 6  4  
9  | 10 4  2  6  0  2  6  2  4  0  8  6  4  4  2  4  
A  | 0  14 4  4  0  2  2  2  10 4  4  4  6  4  2  2  
B  | 4  6  2  0  2  2  12 8  2  2  2  6  8  2  0  6  
C  | 0  0  0  12 0  10 4  6  0  8  4  4  2  12 2  0  
D  | 12 0  2  10 6  4  4  2  4  2  6  0  2  6  0  4  
E  | 0  6  4  0  4  4  10 8  6  2  4  6  2  0  6  2  
F  | 2  2  2  2  6  2  6  2  10 4  8  2  6  4  4  2  
10 | 0  0  0  8  0  8  0  12 0  4  2  6  8  4  6  6  
11 | 6  2  6  4  6  2  6  4  6  6  4  2  4  0  6  0  
12 | 0  8  4  2  0  4  2  0  4  10 6  2  8  6  4  4  
13 | 6  6  12 0  12 2  0  6  6  2  0  4  0  2  4  2  
14 | 0  4  6  2  8  6  0  2  6  10 4  0  2  4  6  4  
15 | 2  2  6  6  4  4  2  6  2  6  8  4  4  0  4  4  
16 | 0  4  14 6  8  4  2  6  2  0  2  0  4  2  0  10 
17 | 2  6  8  0  0  2  0  2  2  6  0  8  8  2  12 6  
18 | 0  4  6  6  8  4  2  2  6  4  6  4  2  4  2  4  
19 | 2  6  0  2  4  4  4  6  4  8  6  4  2  2  6  4  
1A | 0  6  6  0  8  2  4  6  4  2  4  6  2  0  4  10 
1B | 0  4  10 2  4  4  2  6  6  6  2  2  6  6  2  2  
1C | 0  0  8  2  12 2  6  2  8  6  6  2  4  0  4  2  
1D | 2  4  0  6  8  6  0  2  6  8  6  0  2  4  0  10 
1E | 0  10 8  2  8  2  0  2  6  4  2  4  6  4  2  4  
1F | 0  6  6  8  6  4  2  4  4  2  2  0  2  4  2  12 
20 | 0  0  0  0  0  6  6  4  0  4  8  8  4  6  10 8  
21 | 2  8  6  8  4  4  6  6  8  4  0  4  0  2  2  0  
22 | 16 2  4  6  2  4  2  0  6  4  8  2  0  2  2  4  
23 | 0  4  0  4  4  6  10 4  2  2  6  2  4  6  6  4  
24 | 10 8  0  6  12 6  10 4  8  0  0  0  0  0  0  0  
25 | 0  2  4  2  0  4  4  0  4  0  10 10 4  10 6  4  
26 | 2  2  0  12 2  2  6  2  4  4  8  0  6  6  8  0  
27 | 8  4  0  8  2  4  2  4  0  6  2  4  4  8  2  6  
28 | 6  8  4  6  0  4  2  2  4  8  2  6  4  2  2  4  
29 | 2  4  4  0  8  8  6  8  6  4  0  4  4  4  2  0  
2A | 6  0  0  6  6  4  6  8  2  4  0  2  2  4  6  8  
2B | 12 0  4  0  0  4  2  2  2  6  10 6  10 2  4  0  
2C | 4  2  6  0  0  6  8  6  4  2  2  8  4  6  4  2  
2D | 6  2  2  6  6  4  4  2  6  2  4  8  4  2  4  2  
2E | 4  6  2  4  2  4  4  2  4  2  4  6  4  10 4  2  
2F | 10 0  4  8  0  6  6  2  0  4  4  2  6  2  2  8  
30 | 0  12 8  2  0  6  0  0  6  6  0  2  8  2  6  6  
31 | 2  6  10 4  2  2  2  4  6  0  2  6  0  2  4  12 
32 | 4  2  2  8  10 8  8  6  0  2  2  4  4  2  2  0  
33 | 4  2  2  2  6  0  4  0  10 6  6  4  0  4  8  6  
34 | 0  4  4  2  6  4  0  4  6  2  6  4  2  8  0  12 
35 | 6  12 4  2  4  2  2  4  8  2  2  0  6  4  4  2  
36 | 0  2  2  4  4  4  4  0  2  10 12 4  0  10 4  2  
37 | 10 2  2  6  14 2  2  6  2  0  4  6  2  0  4  2  
38 | 0  4  14 0  8  2  0  4  4  4  2  0  8  2  4  8  
39 | 2  4  8  0  6  2  0  6  2  6  4  2  8  6  2  6  
3A | 8  4  0  4  6  2  0  4  6  8  6  0  6  0  4  6  
3B | 0  4  6  6  2  2  2  14 0  12 0  4  2  2  8  0  
3C | 0  6  16 0  2  2  2  8  4  2  0  12 6  2  2  0  
3D | 0  6  2  2  2  6  8  2  4  2  6  2  6  2  4  10 
3E | 4  2  2  4  4  0  6  10 4  2  4  6  6  2  6  2  
3F | 0  4  6  6  4  8  4  0  4  8  4  0  4  8  2  2  
